-140.000000 -140.000000  21.616516
-130.000000 -140.000000  22.833460
-120.000000 -140.000000  19.692535
-110.000000 -140.000000  18.863886
-100.000000 -140.000000  18.496459
-90.000000 -140.000000  18.707893
-80.000000 -140.000000  17.928421
-70.000000 -140.000000  16.926867
-60.000000 -140.000000  13.524347
-50.000000 -140.000000  14.936586
-40.000000 -140.000000  15.492963
-30.000000 -140.000000  13.038089
-20.000000 -140.000000  14.806776
-10.000000 -140.000000  11.986750
  0.000000 -140.000000  13.490294
 10.000000 -140.000000  13.793406
 20.000000 -140.000000  14.947522
 30.000000 -140.000000  14.271676
 40.000000 -140.000000  13.572280
 50.000000 -140.000000  13.479900
 60.000000 -140.000000  15.413511
 70.000000 -140.000000  13.871415
 80.000000 -140.000000  17.844528
 90.000000 -140.000000  15.483859
100.000000 -140.000000  16.754394
-180.000000 -130.000000  27.747302
-170.000000 -130.000000  25.831530
-160.000000 -130.000000  25.607162
-150.000000 -130.000000  23.889174
-140.000000 -130.000000  22.951989
-130.000000 -130.000000  19.452261
-120.000000 -130.000000  19.217470
-110.000000 -130.000000  17.892871
-100.000000 -130.000000  16.588880
-90.000000 -130.000000  16.561524
-80.000000 -130.000000  13.203833
-70.000000 -130.000000  12.149862
-60.000000 -130.000000  13.268358
-50.000000 -130.000000  11.740354
-40.000000 -130.000000  12.984029
-30.000000 -130.000000  12.536668
-20.000000 -130.000000  13.392123
-10.000000 -130.000000  11.330654
  0.000000 -130.000000  13.010851
 10.000000 -130.000000  13.000314
 20.000000 -130.000000  13.047867
 30.000000 -130.000000  11.614989
 40.000000 -130.000000  14.201169
 50.000000 -130.000000  11.540965
 60.000000 -130.000000  14.162673
 70.000000 -130.000000  15.546225
 80.000000 -130.000000  13.761084
 90.000000 -130.000000  15.726214
100.000000 -130.000000  14.562079
-180.000000 -120.000000  27.705458
-170.000000 -120.000000  22.987107
-160.000000 -120.000000  22.992544
-150.000000 -120.000000  22.442548
-140.000000 -120.000000  21.322866
-130.000000 -120.000000  16.973015
-120.000000 -120.000000  19.308954
-110.000000 -120.000000  14.692663
-100.000000 -120.000000  16.557830
-90.000000 -120.000000  15.575959
-80.000000 -120.000000  12.361234
-70.000000 -120.000000  13.227158
-60.000000 -120.000000  11.447155
-50.000000 -120.000000  11.080330
-40.000000 -120.000000  11.824471
-30.000000 -120.000000  10.229673
-20.000000 -120.000000   9.732187
-10.000000 -120.000000   9.031560
  0.000000 -120.000000   8.776556
 10.000000 -120.000000   8.982896
 20.000000 -120.000000   8.748450
 30.000000 -120.000000   9.947779
 40.000000 -120.000000   9.489958
 50.000000 -120.000000  12.911419
 60.000000 -120.000000  10.073342
 70.000000 -120.000000  11.691527
 80.000000 -120.000000  15.165870
 90.000000 -120.000000  14.292570
100.000000 -120.000000  16.182521
-180.000000 -110.000000  23.462934
-170.000000 -110.000000  22.990624
-160.000000 -110.000000  22.744873
-150.000000 -110.000000  20.915082
-140.000000 -110.000000  17.521245
-130.000000 -110.000000  15.842467
-120.000000 -110.000000  17.456999
-110.000000 -110.000000  14.651255
-100.000000 -110.000000  12.408093
-90.000000 -110.000000  15.052448
-80.000000 -110.000000  12.041998
-70.000000 -110.000000  10.014516
-60.000000 -110.000000   9.441016
-50.000000 -110.000000   9.994510
-40.000000 -110.000000   8.798574
-30.000000 -110.000000   9.145600
-20.000000 -110.000000   9.039797
-10.000000 -110.000000  10.695749
  0.000000 -110.000000   8.512781
 10.000000 -110.000000   7.252706
 20.000000 -110.000000  10.541385
 30.000000 -110.000000   9.873202
 40.000000 -110.000000   8.120670
 50.000000 -110.000000   8.816321
 60.000000 -110.000000  11.016525
 70.000000 -110.000000  12.288607
 80.000000 -110.000000  11.055198
 90.000000 -110.000000  12.688844
100.000000 -110.000000  14.910204
-180.000000 -100.000000  26.087294
-170.000000 -100.000000  22.233667
-160.000000 -100.000000  20.155128
-150.000000 -100.000000  17.694312
-140.000000 -100.000000  18.870650
-130.000000 -100.000000  15.485073
-120.000000 -100.000000  16.203595
-110.000000 -100.000000  14.514695
-100.000000 -100.000000  14.447844
-90.000000 -100.000000  11.127357
-80.000000 -100.000000  12.378771
-70.000000 -100.000000   9.538264
-60.000000 -100.000000  11.365605
-50.000000 -100.000000   8.885232
-40.000000 -100.000000   7.143522
-30.000000 -100.000000   7.748458
-20.000000 -100.000000   7.429170
-10.000000 -100.000000   6.492650
  0.000000 -100.000000   9.893274
 10.000000 -100.000000   6.827126
 20.000000 -100.000000   7.912652
 30.000000 -100.000000   8.621290
 40.000000 -100.000000   8.259560
 50.000000 -100.000000   9.593019
 60.000000 -100.000000  11.674942
 70.000000 -100.000000  11.023793
 80.000000 -100.000000  10.971364
 90.000000 -100.000000  13.725115
100.000000 -100.000000  12.699285
-180.000000 -90.000000  24.361649
-170.000000 -90.000000  19.617385
-160.000000 -90.000000  20.299011
-150.000000 -90.000000  19.886468
-140.000000 -90.000000  16.838008
-130.000000 -90.000000  14.611998
-120.000000 -90.000000  15.508770
-110.000000 -90.000000  13.819763
-100.000000 -90.000000  12.123976
-90.000000 -90.000000  12.255991
-80.000000 -90.000000  10.041251
-70.000000 -90.000000   8.159180
-60.000000 -90.000000   8.130229
-50.000000 -90.000000   7.300635
-40.000000 -90.000000   9.180234
-30.000000 -90.000000   9.277324
-20.000000 -90.000000   6.438409
-10.000000 -90.000000   7.551684
  0.000000 -90.000000   7.689103
 10.000000 -90.000000   5.120198
 20.000000 -90.000000   6.732303
 30.000000 -90.000000   6.693115
 40.000000 -90.000000   9.543607
 50.000000 -90.000000   9.996341
 60.000000 -90.000000   8.552788
 70.000000 -90.000000   7.981376
 80.000000 -90.000000  10.877812
 90.000000 -90.000000   9.890210
100.000000 -90.000000  13.331563
-180.000000 -80.000000  20.463828
-170.000000 -80.000000  21.040946
-160.000000 -80.000000  19.460637
-150.000000 -80.000000  16.675079
-140.000000 -80.000000  15.596781
-130.000000 -80.000000  16.071029
-120.000000 -80.000000  12.865208
-110.000000 -80.000000  10.732105
-100.000000 -80.000000  11.263291
-90.000000 -80.000000   8.829199
-80.000000 -80.000000   9.844549
-70.000000 -80.000000   6.833865
-60.000000 -80.000000   7.579971
-50.000000 -80.000000   7.105093
-40.000000 -80.000000   7.377812
-30.000000 -80.000000   7.297835
-20.000000 -80.000000   5.476732
-10.000000 -80.000000   7.516867
  0.000000 -80.000000   5.864725
 10.000000 -80.000000   4.263744
 20.000000 -80.000000   4.741902
 30.000000 -80.000000   7.352773
 40.000000 -80.000000   6.396711
 50.000000 -80.000000   6.382643
 60.000000 -80.000000   8.330927
 70.000000 -80.000000   7.727720
 80.000000 -80.000000   8.928917
 90.000000 -80.000000   9.531296
100.000000 -80.000000  12.856962
-180.000000 -70.000000  21.098342
-170.000000 -70.000000  21.332377
-160.000000 -70.000000  18.412559
-150.000000 -70.000000  16.789159
-140.000000 -70.000000  13.387470
-130.000000 -70.000000  13.627831
-120.000000 -70.000000  13.549534
-110.000000 -70.000000  11.763831
-100.000000 -70.000000  11.753126
-90.000000 -70.000000   8.119045
-80.000000 -70.000000   9.659926
-70.000000 -70.000000   8.676371
-60.000000 -70.000000   5.969541
-50.000000 -70.000000   5.945467
-40.000000 -70.000000   7.791327
-30.000000 -70.000000   6.956856
-20.000000 -70.000000   5.674349
-10.000000 -70.000000   4.701824
  0.000000 -70.000000   6.892429
 10.000000 -70.000000   4.303740
 20.000000 -70.000000   5.397980
 30.000000 -70.000000   7.853385
 40.000000 -70.000000   7.866912
 50.000000 -70.000000   7.012716
 60.000000 -70.000000   8.331387
 70.000000 -70.000000   8.953682
 80.000000 -70.000000   8.887604
 90.000000 -70.000000  10.300217
100.000000 -70.000000  10.392292
-180.000000 -60.000000  20.907334
-170.000000 -60.000000  20.210542
-160.000000 -60.000000  18.584900
-150.000000 -60.000000  14.860302
-140.000000 -60.000000  12.922052
-130.000000 -60.000000  14.072649
-120.000000 -60.000000  11.788200
-110.000000 -60.000000  10.242936
-100.000000 -60.000000   9.988864
-90.000000 -60.000000  10.566516
-80.000000 -60.000000   7.547340
-70.000000 -60.000000   8.294798
-60.000000 -60.000000   4.816554
-50.000000 -60.000000   7.535952
-40.000000 -60.000000   6.473737
-30.000000 -60.000000   5.697718
-20.000000 -60.000000   3.252110
-10.000000 -60.000000   6.104018
  0.000000 -60.000000   6.056682
 10.000000 -60.000000   4.229198
 20.000000 -60.000000   4.173414
 30.000000 -60.000000   4.660809
 40.000000 -60.000000   6.142979
 50.000000 -60.000000   5.721957
 60.000000 -60.000000   5.101262
 70.000000 -60.000000   5.299351
 80.000000 -60.000000   7.475371
 90.000000 -60.000000  10.023372
100.000000 -60.000000  10.229893
-180.000000 -50.000000  22.162230
-170.000000 -50.000000  20.410152
-160.000000 -50.000000  17.407171
-150.000000 -50.000000  13.590357
-140.000000 -50.000000  14.140785
-130.000000 -50.000000  12.523722
-120.000000 -50.000000  10.763104
-110.000000 -50.000000   8.669521
-100.000000 -50.000000   9.343825
-90.000000 -50.000000   9.936780
-80.000000 -50.000000   8.922320
-70.000000 -50.000000   6.757583
-60.000000 -50.000000   5.009596
-50.000000 -50.000000   4.731808
-40.000000 -50.000000   4.636969
-30.000000 -50.000000   3.166719
-20.000000 -50.000000   3.339457
-10.000000 -50.000000   2.638888
  0.000000 -50.000000   6.212307
 10.000000 -50.000000   4.644253
 20.000000 -50.000000   4.979984
 30.000000 -50.000000   3.496530
 40.000000 -50.000000   3.733499
 50.000000 -50.000000   5.297070
 60.000000 -50.000000   5.661293
 70.000000 -50.000000   5.133080
 80.000000 -50.000000   6.134116
 90.000000 -50.000000   8.744469
100.000000 -50.000000   9.230664
-180.000000 -40.000000  19.081285
-170.000000 -40.000000  17.458086
-160.000000 -40.000000  14.621644
-150.000000 -40.000000  13.054095
-140.000000 -40.000000  13.675874
-130.000000 -40.000000  11.218686
-120.000000 -40.000000   9.356405
-110.000000 -40.000000  10.379713
-100.000000 -40.000000  10.053300
-90.000000 -40.000000   5.857164
-80.000000 -40.000000   8.151514
-70.000000 -40.000000   5.830701
-60.000000 -40.000000   6.389326
-50.000000 -40.000000   3.380133
-40.000000 -40.000000   3.834122
-30.000000 -40.000000   3.282275
-20.000000 -40.000000   2.774460
-10.000000 -40.000000   5.161404
  0.000000 -40.000000   3.104414
 10.000000 -40.000000   1.965588
 20.000000 -40.000000   2.888926
 30.000000 -40.000000   5.611679
 40.000000 -40.000000   5.945142
 50.000000 -40.000000   5.758739
 60.000000 -40.000000   4.952282
 70.000000 -40.000000   4.299722
 80.000000 -40.000000   7.756831
 90.000000 -40.000000   6.996784
100.000000 -40.000000   9.265126
-180.000000 -30.000000  20.203233
-170.000000 -30.000000  19.741310
-160.000000 -30.000000  17.961603
-150.000000 -30.000000  13.737999
-140.000000 -30.000000  12.947804
-130.000000 -30.000000  13.831725
-120.000000 -30.000000   9.417728
-110.000000 -30.000000  10.435886
-100.000000 -30.000000   6.524350
-90.000000 -30.000000   5.653282
-80.000000 -30.000000   7.021211
-70.000000 -30.000000   4.370745
-60.000000 -30.000000   3.920961
-50.000000 -30.000000   5.750807
-40.000000 -30.000000   5.490375
-30.000000 -30.000000   3.105112
-20.000000 -30.000000   3.176659
-10.000000 -30.000000   3.938147
  0.000000 -30.000000   4.287953
 10.000000 -30.000000   3.357664
 20.000000 -30.000000   3.105651
 30.000000 -30.000000   5.882185
 40.000000 -30.000000   3.584436
 50.000000 -30.000000   4.351073
 60.000000 -30.000000   5.314769
 70.000000 -30.000000   5.126398
 80.000000 -30.000000   7.198843
 90.000000 -30.000000   8.323044
100.000000 -30.000000   9.824426
-180.000000 -20.000000  21.196598
-170.000000 -20.000000  17.030672
-160.000000 -20.000000  15.737692
-150.000000 -20.000000  15.482462
-140.000000 -20.000000  14.510092
-130.000000 -20.000000  12.821989
-120.000000 -20.000000  12.160880
-110.000000 -20.000000   8.649792
-100.000000 -20.000000   7.661329
-90.000000 -20.000000   7.709138
-80.000000 -20.000000   8.285935
-70.000000 -20.000000   6.447159
-60.000000 -20.000000   3.398375
-50.000000 -20.000000   5.434747
-40.000000 -20.000000   3.089931
-30.000000 -20.000000   3.273569
-20.000000 -20.000000   2.682812
-10.000000 -20.000000   2.470389
  0.000000 -20.000000   2.620693
 10.000000 -20.000000   2.696191
 20.000000 -20.000000   4.946149
 30.000000 -20.000000   4.140197
 40.000000 -20.000000   2.801846
 50.000000 -20.000000   5.132884
 60.000000 -20.000000   3.226995
 70.000000 -20.000000   6.965536
 80.000000 -20.000000   8.101794
 90.000000 -20.000000   8.884417
100.000000 -20.000000   8.823712
-180.000000 -10.000000  18.359950
-170.000000 -10.000000  18.899741
-160.000000 -10.000000  14.787909
-150.000000 -10.000000  15.949838
-140.000000 -10.000000  12.449673
-130.000000 -10.000000  10.448454
-120.000000 -10.000000   9.019567
-110.000000 -10.000000   8.180899
-100.000000 -10.000000   9.703355
-90.000000 -10.000000   7.897461
-80.000000 -10.000000   7.843749
-70.000000 -10.000000   5.020683
-60.000000 -10.000000   3.334318
-50.000000 -10.000000   4.222596
-40.000000 -10.000000   2.386999
-30.000000 -10.000000   3.049585
-20.000000 -10.000000   2.954441
-10.000000 -10.000000   5.091067
  0.000000 -10.000000   1.458069
 10.000000 -10.000000   1.288811
 20.000000 -10.000000   5.111597
 30.000000 -10.000000   2.343411
 40.000000 -10.000000   1.997125
 50.000000 -10.000000   4.192530
 60.000000 -10.000000   3.854057
 70.000000 -10.000000   4.237263
 80.000000 -10.000000   4.435125
 90.000000 -10.000000   7.546128
100.000000 -10.000000   7.200485
-180.000000   0.000000  17.393364
-170.000000   0.000000  15.993365
-160.000000   0.000000  16.193919
-150.000000   0.000000  14.083575
-140.000000   0.000000  13.917519
-130.000000   0.000000  12.413897
-120.000000   0.000000  11.327550
-110.000000   0.000000   7.610540
-100.000000   0.000000   8.624729
-90.000000   0.000000   8.857215
-80.000000   0.000000   6.644186
-70.000000   0.000000   5.741534
-60.000000   0.000000   6.673737
-50.000000   0.000000   4.737142
-40.000000   0.000000   2.817848
-30.000000   0.000000   3.179559
-20.000000   0.000000   5.149503
-10.000000   0.000000   4.710078
  0.000000   0.000000   4.494637
 10.000000   0.000000   1.470103
 20.000000   0.000000   2.492677
 30.000000   0.000000   5.242257
 40.000000   0.000000   2.014902
 50.000000   0.000000   6.116327
 60.000000   0.000000   4.597904
 70.000000   0.000000   6.359783
 80.000000   0.000000   6.582991
 90.000000   0.000000   6.145829
100.000000   0.000000   7.841134
-180.000000  10.000000  17.525304
-170.000000  10.000000  16.343804
-160.000000  10.000000  17.034162
-150.000000  10.000000  14.596872
-140.000000  10.000000  11.928937
-130.000000  10.000000  12.683800
-120.000000  10.000000   9.590913
-110.000000  10.000000   7.194265
-100.000000  10.000000   6.071861
-90.000000  10.000000   5.686179
-80.000000  10.000000   7.170408
-70.000000  10.000000   4.262240
-60.000000  10.000000   6.420154
-50.000000  10.000000   2.458922
-40.000000  10.000000   3.193203
-30.000000  10.000000   2.776632
-20.000000  10.000000   1.690591
-10.000000  10.000000   1.533534
  0.000000  10.000000   4.075799
 10.000000  10.000000   4.152697
 20.000000  10.000000   2.898717
 30.000000  10.000000   3.801594
 40.000000  10.000000   4.708395
 50.000000  10.000000   3.555224
 60.000000  10.000000   5.530764
 70.000000  10.000000   6.263979
 80.000000  10.000000   4.256858
 90.000000  10.000000   8.586949
100.000000  10.000000   7.809411
-180.000000  20.000000  19.264230
-170.000000  20.000000  17.383055
-160.000000  20.000000  17.815873
-150.000000  20.000000  14.790860
-140.000000  20.000000  13.690156
-130.000000  20.000000  12.236899
-120.000000  20.000000  11.160103
-110.000000  20.000000   9.912260
-100.000000  20.000000   7.037900
-90.000000  20.000000   7.320956
-80.000000  20.000000   6.703003
-70.000000  20.000000   6.766159
-60.000000  20.000000   5.539260
-50.000000  20.000000   6.339885
-40.000000  20.000000   3.914484
-30.000000  20.000000   2.655003
-20.000000  20.000000   4.481352
-10.000000  20.000000   2.565033
  0.000000  20.000000   2.547260
 10.000000  20.000000   4.812609
 20.000000  20.000000   1.513752
 30.000000  20.000000   4.423827
 40.000000  20.000000   3.612323
 50.000000  20.000000   4.402593
 60.000000  20.000000   4.394851
 70.000000  20.000000   5.678540
 80.000000  20.000000   8.015813
 90.000000  20.000000   7.840020
100.000000  20.000000   7.572939
-180.000000  30.000000  21.345188
-170.000000  30.000000  19.455185
-160.000000  30.000000  14.296980
-150.000000  30.000000  16.162555
-140.000000  30.000000  12.705243
-130.000000  30.000000  13.584053
-120.000000  30.000000  10.970861
-110.000000  30.000000  10.465364
-100.000000  30.000000  10.424485
-90.000000  30.000000   7.473884
-80.000000  30.000000   4.957628
-70.000000  30.000000   4.794502
-60.000000  30.000000   6.233314
-50.000000  30.000000   2.867782
-40.000000  30.000000   4.782547
-30.000000  30.000000   5.421381
-20.000000  30.000000   2.278951
-10.000000  30.000000   4.486152
  0.000000  30.000000   4.433507
 10.000000  30.000000   5.070258
 20.000000  30.000000   4.330561
 30.000000  30.000000   4.647540
 40.000000  30.000000   2.492423
 50.000000  30.000000   3.734753
 60.000000  30.000000   5.661151
 70.000000  30.000000   4.148812
 80.000000  30.000000   7.057880
 90.000000  30.000000   6.518627
100.000000  30.000000  10.011515
-180.000000  40.000000  18.739704
-170.000000  40.000000  17.255182
-160.000000  40.000000  16.432143
-150.000000  40.000000  13.884853
-140.000000  40.000000  13.496136
-130.000000  40.000000  13.604119
-120.000000  40.000000   9.281117
-110.000000  40.000000   8.319831
-100.000000  40.000000   9.164643
-90.000000  40.000000   7.162842
-80.000000  40.000000   5.839355
-70.000000  40.000000   4.750459
-60.000000  40.000000   6.880196
-50.000000  40.000000   6.978950
-40.000000  40.000000   5.501339
-30.000000  40.000000   4.046998
-20.000000  40.000000   4.614235
-10.000000  40.000000   2.037573
  0.000000  40.000000   2.479620
 10.000000  40.000000   3.086801
 20.000000  40.000000   4.867285
 30.000000  40.000000   5.070504
 40.000000  40.000000   2.626669
 50.000000  40.000000   6.098499
 60.000000  40.000000   6.879628
 70.000000  40.000000   6.374117
 80.000000  40.000000   7.152279
 90.000000  40.000000   9.349474
100.000000  40.000000   9.037250
-180.000000  50.000000  18.463128
-170.000000  50.000000  19.068642
-160.000000  50.000000  16.062485
-150.000000  50.000000  16.258474
-140.000000  50.000000  15.970003
-130.000000  50.000000  12.142736
-120.000000  50.000000  10.313736
-110.000000  50.000000  11.848827
-100.000000  50.000000   9.173397
-90.000000  50.000000   7.904070
-80.000000  50.000000   8.375018
-70.000000  50.000000   7.053669
-60.000000  50.000000   6.707951
-50.000000  50.000000   5.886765
-40.000000  50.000000   5.916730
-30.000000  50.000000   6.289668
-20.000000  50.000000   3.612913
-10.000000  50.000000   4.349085
  0.000000  50.000000   5.679080
 10.000000  50.000000   4.365777
 20.000000  50.000000   6.443338
 30.000000  50.000000   6.022085
 40.000000  50.000000   5.627931
 50.000000  50.000000   5.641782
 60.000000  50.000000   7.974975
 70.000000  50.000000   7.757061
 80.000000  50.000000   7.238019
 90.000000  50.000000   7.392109
100.000000  50.000000   7.568093
-180.000000  60.000000  22.422813
-170.000000  60.000000  17.699384
-160.000000  60.000000  16.239625
-150.000000  60.000000  17.135785
-140.000000  60.000000  13.958468
-130.000000  60.000000  13.839108
-120.000000  60.000000  13.898477
-110.000000  60.000000  11.892802
-100.000000  60.000000   8.957633
-90.000000  60.000000   8.941152
-80.000000  60.000000   7.584546
-70.000000  60.000000   7.090451
-60.000000  60.000000   7.948526
-50.000000  60.000000   6.682498
-40.000000  60.000000   5.203497
-30.000000  60.000000   4.730233
-20.000000  60.000000   5.129448
-10.000000  60.000000   6.004972
  0.000000  60.000000   4.452639
 10.000000  60.000000   6.703590
 20.000000  60.000000   6.790781
 30.000000  60.000000   4.163212
 40.000000  60.000000   4.322125
 50.000000  60.000000   4.236099
 60.000000  60.000000   6.664715
 70.000000  60.000000   5.703058
 80.000000  60.000000   7.701870
 90.000000  60.000000   7.755453
100.000000  60.000000  11.049939
-180.000000  70.000000  21.208086
-170.000000  70.000000  18.574602
-160.000000  70.000000  17.264218
-150.000000  70.000000  16.382084
-140.000000  70.000000  16.233340
-130.000000  70.000000  12.876429
-120.000000  70.000000  14.001482
-110.000000  70.000000  12.824273
-100.000000  70.000000  10.265395
-90.000000  70.000000   8.370252
-80.000000  70.000000  10.137319
-70.000000  70.000000   7.907228
-60.000000  70.000000   5.904345
-50.000000  70.000000   7.809709
-40.000000  70.000000   7.166121
-30.000000  70.000000   3.947903
-20.000000  70.000000   6.128457
-10.000000  70.000000   3.801764
  0.000000  70.000000   5.867021
 10.000000  70.000000   4.059859
 20.000000  70.000000   5.112815
 30.000000  70.000000   4.432042
 40.000000  70.000000   8.030258
 50.000000  70.000000   5.891021
 60.000000  70.000000   6.836723
 70.000000  70.000000   5.966194
 80.000000  70.000000   8.917203
 90.000000  70.000000   9.560823
100.000000  70.000000  12.043413
-180.000000  80.000000  24.103795
-170.000000  80.000000  20.796108
-160.000000  80.000000  19.811976
-150.000000  80.000000  18.813596
-140.000000  80.000000  14.339734
-130.000000  80.000000  14.514011
-120.000000  80.000000  14.830843
-110.000000  80.000000  11.920249
-100.000000  80.000000  10.320373
-90.000000  80.000000  11.466946
-80.000000  80.000000   8.189021
-70.000000  80.000000   9.869825
-60.000000  80.000000   9.425851
-50.000000  80.000000   7.421977
-40.000000  80.000000   6.867074
-30.000000  80.000000   6.451710
-20.000000  80.000000   5.423047
-10.000000  80.000000   7.668397
  0.000000  80.000000   6.361828
 10.000000  80.000000   6.736327
 20.000000  80.000000   6.337714
 30.000000  80.000000   6.183031
 40.000000  80.000000   6.256094
 50.000000  80.000000   8.419072
 60.000000  80.000000   9.702539
 70.000000  80.000000   7.982846
 80.000000  80.000000   9.030985
 90.000000  80.000000   9.612534
100.000000  80.000000  10.440541
-180.000000  90.000000  24.603913
-170.000000  90.000000  19.693205
-160.000000  90.000000  19.827049
-150.000000  90.000000  16.474108
-140.000000  90.000000  16.390370
-130.000000  90.000000  17.430151
-120.000000  90.000000  14.780984
-110.000000  90.000000  12.952320
-100.000000  90.000000  13.178444
-90.000000  90.000000  10.487985
-80.000000  90.000000  10.443060
-70.000000  90.000000   8.154236
-60.000000  90.000000   8.117853
-50.000000  90.000000   9.754375
-40.000000  90.000000   5.962328
-30.000000  90.000000   6.261344
-20.000000  90.000000   7.810317
-10.000000  90.000000   7.514322
  0.000000  90.000000   6.145697
 10.000000  90.000000   8.501924
 20.000000  90.000000   7.478628
 30.000000  90.000000   6.300200
 40.000000  90.000000   7.692844
 50.000000  90.000000   7.261762
 60.000000  90.000000   9.703354
 70.000000  90.000000  10.390225
 80.000000  90.000000  10.367026
 90.000000  90.000000  13.040870
100.000000  90.000000  11.479195
-180.000000 100.000000  24.657415
-170.000000 100.000000  20.576542
-160.000000 100.000000  21.745189
-150.000000 100.000000  20.642719
-140.000000 100.000000  18.320552
-130.000000 100.000000  15.706028
-120.000000 100.000000  15.855396
-110.000000 100.000000  15.390207
-100.000000 100.000000  12.163908
-90.000000 100.000000  11.986209
-80.000000 100.000000  12.325248
-70.000000 100.000000  10.266568
-60.000000 100.000000   9.951820
-50.000000 100.000000  10.089923
-40.000000 100.000000   8.644193
-30.000000 100.000000   9.875738
-20.000000 100.000000   6.435152
-10.000000 100.000000   7.336005
  0.000000 100.000000   7.705260
 10.000000 100.000000   8.453178
 20.000000 100.000000   9.384057
 30.000000 100.000000   9.763527
 40.000000 100.000000  10.739273
 50.000000 100.000000   9.925092
 60.000000 100.000000   8.871385
 70.000000 100.000000   8.877974
 80.000000 100.000000  12.123862
 90.000000 100.000000  12.675974
100.000000 100.000000  12.811094
-180.000000 110.000000  23.854405
-170.000000 110.000000  25.355373
-160.000000 110.000000  23.052677
